country,hours_bucket,installs,country_total_installs,share_within_country
sa,5,5,712,0.70%
sa,6,5,712,0.70%
sa,7,4,712,0.56%
sa,8,3,712,0.42%
sa,9,2,712,0.28%
sa,10,1,712,0.14%
sa,12,1,712,0.14%
sa,13,1,712,0.14%
sa,14,1,712,0.14%
sa,15,1,712,0.14%
sa,16,2,712,0.28%
sa,17,3,712,0.42%
sa,18,1,712,0.14%
sa,21,2,712,0.28%
sa,23,2,712,0.28%
sa,24,1,712,0.14%
sa,31,1,712,0.14%
sa,32,1,712,0.14%
sa,39,1,712,0.14%
sa,43,1,712,0.14%
sa,46,1,712,0.14%
sc,1,1,7,14.29%
sc,3,1,7,14.29%
sc,4,1,7,14.29%
sc,0,4,7,57.14%
sd,2,1,2,50.00%
sd,13,1,2,50.00%
se,0,157,185,84.86%
se,1,11,185,5.95%
se,2,5,185,2.70%
se,3,2,185,1.08%
se,4,2,185,1.08%
se,5,4,185,2.16%
se,11,1,185,0.54%
se,14,1,185,0.54%
se,27,1,185,0.54%
se,34,1,185,0.54%
sg,0,216,286,75.52%
sg,1,13,286,4.55%
sg,2,11,286,3.85%
sg,3,10,286,3.50%
sg,4,8,286,2.80%
sg,5,1,286,0.35%
sg,6,4,286,1.40%
sg,7,3,286,1.05%
sg,8,3,286,1.05%
sg,10,1,286,0.35%
sg,11,4,286,1.40%
sg,12,2,286,0.70%
sg,15,1,286,0.35%
sg,17,1,286,0.35%
sg,18,1,286,0.35%
sg,20,1,286,0.35%
sg,22,1,286,0.35%
sg,24,1,286,0.35%
sg,29,1,286,0.35%
sg,31,1,286,0.35%
sg,44,1,286,0.35%
si,0,130,151,86.09%
si,1,10,151,6.62%
si,2,4,151,2.65%
si,3,2,151,1.32%
si,5,1,151,0.66%
si,6,1,151,0.66%
si,8,1,151,0.66%
si,13,1,151,0.66%
si,21,1,151,0.66%
sk,0,243,276,88.04%
sk,1,15,276,5.43%
sk,2,5,276,1.81%
sk,3,2,276,0.72%
sk,4,1,276,0.36%
sk,5,2,276,0.72%
sk,6,1,276,0.36%
sk,12,1,276,0.36%
sk,15,1,276,0.36%
sk,16,1,276,0.36%
sk,29,1,276,0.36%
sk,34,1,276,0.36%
sk,42,1,276,0.36%
sk,46,1,276,0.36%
sm,0,2,2,100.00%
sn,0,6,8,75.00%
sn,1,2,8,25.00%
so,0,1,1,100.00%
sr,1,2,12,16.67%
sr,3,1,12,8.33%
sr,36,1,12,8.33%
sr,0,8,12,66.67%
sv,0,219,261,83.91%
sv,1,17,261,6.51%
sv,2,8,261,3.07%
sv,3,1,261,0.38%
sv,4,3,261,1.15%
sv,6,2,261,0.77%
sv,8,4,261,1.53%
sv,9,1,261,0.38%
sv,11,1,261,0.38%
sv,15,1,261,0.38%
sv,16,1,261,0.38%
sv,25,1,261,0.38%
sv,34,1,261,0.38%
sx,2,1,4,25.00%
sx,18,1,4,25.00%
sx,26,1,4,25.00%
sx,0,1,4,25.00%
sy,1,1,10,10.00%
sy,4,1,10,10.00%
sy,25,1,10,10.00%
sy,0,6,10,60.00%
tc,2,1,2,50.00%
tc,0,1,2,50.00%
tg,0,4,4,100.00%
th,0,3566,4369,81.62%
th,1,312,4369,7.14%
th,2,129,4369,2.95%
th,3,68,4369,1.56%
th,4,56,4369,1.28%
th,5,32,4369,0.73%
th,6,29,4369,0.66%
th,7,22,4369,0.50%
th,8,23,4369,0.53%
th,9,14,4369,0.32%
th,10,11,4369,0.25%
th,11,5,4369,0.11%
th,12,13,4369,0.30%
th,13,11,4369,0.25%
th,14,5,4369,0.11%
th,15,8,4369,0.18%
th,16,8,4369,0.18%
th,17,5,4369,0.11%
th,18,4,4369,0.09%
th,19,3,4369,0.07%
th,21,3,4369,0.07%
th,22,4,4369,0.09%
th,23,1,4369,0.02%
th,24,3,4369,0.07%
th,25,2,4369,0.05%
th,26,1,4369,0.02%
th,27,2,4369,0.05%
th,28,1,4369,0.02%
th,29,1,4369,0.02%
th,30,1,4369,0.02%
th,31,2,4369,0.05%
th,32,1,4369,0.02%
th,33,1,4369,0.02%
th,34,1,4369,0.02%
th,36,1,4369,0.02%
th,37,2,4369,0.05%
th,38,1,4369,0.02%
th,40,3,4369,0.07%
th,41,1,4369,0.02%
th,42,2,4369,0.05%
th,43,1,4369,0.02%
th,44,4,4369,0.09%
th,46,1,4369,0.02%
th,47,1,4369,0.02%
tj,0,3,3,100.00%
tl,0,1,1,100.00%
tn,0,305,356,85.67%
tn,1,17,356,4.78%
tn,2,9,356,2.53%
tn,3,6,356,1.69%
tn,4,3,356,0.84%
tn,5,2,356,0.56%
tn,7,1,356,0.28%
tn,8,3,356,0.84%
tn,11,1,356,0.28%
tn,12,3,356,0.84%
tn,14,1,356,0.28%
tn,16,1,356,0.28%
tn,18,1,356,0.28%
tn,25,1,356,0.28%
tn,28,1,356,0.28%
tn,36,1,356,0.28%
tr,0,1886,2199,85.77%
tr,1,128,2199,5.82%
tr,2,62,2199,2.82%
tr,3,23,2199,1.05%
tr,4,13,2199,0.59%
tr,5,16,2199,0.73%
tr,6,10,2199,0.45%
tr,7,9,2199,0.41%
tr,8,3,2199,0.14%
tr,9,5,2199,0.23%
tr,10,12,2199,0.55%
tr,12,5,2199,0.23%
tr,13,4,2199,0.18%
tr,14,3,2199,0.14%
tr,16,3,2199,0.14%
tr,17,1,2199,0.05%
tr,18,1,2199,0.05%
tr,19,1,2199,0.05%
tr,20,1,2199,0.05%
tr,22,1,2199,0.05%
tr,23,1,2199,0.05%
tr,24,1,2199,0.05%
tr,25,1,2199,0.05%
tr,27,2,2199,0.09%
tr,34,1,2199,0.05%
tr,35,1,2199,0.05%
tr,37,1,2199,0.05%
tr,44,2,2199,0.09%
tt,0,112,139,80.58%
tt,1,9,139,6.47%
tt,2,5,139,3.60%
tt,3,4,139,2.88%
tt,4,3,139,2.16%
tt,6,1,139,0.72%
tt,10,2,139,1.44%
tt,11,1,139,0.72%
tt,15,1,139,0.72%
tt,28,1,139,0.72%
tw,0,11187,14826,75.46%
tw,1,1270,14826,8.57%
tw,2,619,14826,4.18%
tw,3,320,14826,2.16%
tw,4,237,14826,1.60%
tw,5,149,14826,1.00%
tw,6,132,14826,0.89%
tw,7,95,14826,0.64%
tw,8,103,14826,0.69%
tw,9,70,14826,0.47%
tw,10,67,14826,0.45%
tw,11,54,14826,0.36%
tw,12,46,14826,0.31%
tw,13,38,14826,0.26%
tw,14,40,14826,0.27%
tw,15,28,14826,0.19%
tw,16,31,14826,0.21%
tw,17,21,14826,0.14%
tw,18,24,14826,0.16%
tw,19,22,14826,0.15%
tw,20,17,14826,0.11%
tw,21,18,14826,0.12%
tw,22,18,14826,0.12%
tw,23,10,14826,0.07%
tw,24,13,14826,0.09%
tw,25,18,14826,0.12%
tw,26,11,14826,0.07%
tw,27,13,14826,0.09%
tw,28,11,14826,0.07%
tw,29,12,14826,0.08%
tw,30,11,14826,0.07%
tw,31,12,14826,0.08%
tw,32,7,14826,0.05%
tw,33,7,14826,0.05%
tw,34,5,14826,0.03%
tw,35,12,14826,0.08%
tw,36,9,14826,0.06%
tw,37,1,14826,0.01%
tw,38,6,14826,0.04%
tw,39,7,14826,0.05%
tw,40,8,14826,0.05%
tw,42,3,14826,0.02%
tw,43,3,14826,0.02%
tw,44,6,14826,0.04%
tw,45,6,14826,0.04%
tw,46,3,14826,0.02%
tw,47,6,14826,0.04%
tz,1,4,8,50.00%
tz,0,4,8,50.00%
ua,0,987,1162,84.94%
ua,1,67,1162,5.77%
ua,2,23,1162,1.98%
ua,3,11,1162,0.95%
ua,4,7,1162,0.60%
ua,5,7,1162,0.60%
ua,6,9,1162,0.77%
ua,7,3,1162,0.26%
ua,8,6,1162,0.52%
ua,9,4,1162,0.34%
ua,10,1,1162,0.09%
ua,11,3,1162,0.26%
ua,12,4,1162,0.34%
ua,14,2,1162,0.17%
ua,15,2,1162,0.17%
ua,16,1,1162,0.09%
ua,17,1,1162,0.09%
ua,18,3,1162,0.26%
ua,19,1,1162,0.09%
ua,20,1,1162,0.09%
ua,24,2,1162,0.17%
ua,26,1,1162,0.09%
ua,28,1,1162,0.09%
ua,29,1,1162,0.09%
ua,31,2,1162,0.17%
ua,32,1,1162,0.09%
ua,33,1,1162,0.09%
ua,34,2,1162,0.17%
ua,38,2,1162,0.17%
ua,41,1,1162,0.09%
ua,44,2,1162,0.17%
ua,45,1,1162,0.09%
ug,0,4,4,100.00%
us,0,45772,59416,77.04%
us,1,4130,59416,6.95%
us,2,1815,59416,3.05%
us,3,1026,59416,1.73%
us,4,653,59416,1.10%
us,5,475,59416,0.80%
us,6,437,59416,0.74%
us,7,319,59416,0.54%
us,8,320,59416,0.54%
us,9,252,59416,0.42%
us,10,271,59416,0.46%
us,11,233,59416,0.39%
us,12,228,59416,0.38%
us,13,208,59416,0.35%
us,14,235,59416,0.40%
us,15,146,59416,0.25%
us,16,176,59416,0.30%
us,17,113,59416,0.19%
us,18,120,59416,0.20%
us,19,123,59416,0.21%
us,20,104,59416,0.18%
us,21,123,59416,0.21%
us,22,112,59416,0.19%
us,23,107,59416,0.18%
us,24,120,59416,0.20%
us,25,82,59416,0.14%
us,26,87,59416,0.15%
us,27,87,59416,0.15%
us,28,81,59416,0.14%
us,29,84,59416,0.14%
us,30,76,59416,0.13%
us,31,67,59416,0.11%
us,32,68,59416,0.11%
us,33,51,59416,0.09%
us,34,56,59416,0.09%
us,35,61,59416,0.10%
us,36,51,59416,0.09%
us,37,78,59416,0.13%
us,38,48,59416,0.08%
us,39,45,59416,0.08%
us,40,53,59416,0.09%
us,41,48,59416,0.08%
us,42,56,59416,0.09%
us,43,43,59416,0.07%
us,44,51,59416,0.09%
us,45,42,59416,0.07%
us,46,38,59416,0.06%
us,47,37,59416,0.06%
uy,0,250,299,83.61%
uy,1,17,299,5.69%
uy,2,8,299,2.68%
uy,3,3,299,1.00%
uy,4,6,299,2.01%
uy,5,1,299,0.33%
uy,6,1,299,0.33%
uy,8,1,299,0.33%
uy,9,3,299,1.00%
uy,11,2,299,0.67%
uy,12,1,299,0.33%
uy,14,1,299,0.33%
uy,25,1,299,0.33%
uy,27,1,299,0.33%
uy,29,1,299,0.33%
uz,0,30,37,81.08%
uz,1,1,37,2.70%
uz,2,2,37,5.41%
uz,4,1,37,2.70%
uz,7,1,37,2.70%
uz,22,1,37,2.70%
uz,26,1,37,2.70%
vc,0,5,5,100.00%
ve,0,95,119,79.83%
ve,1,6,119,5.04%
ve,2,1,119,0.84%
ve,3,4,119,3.36%
ve,5,1,119,0.84%
ve,6,1,119,0.84%
ve,7,3,119,2.52%
ve,9,1,119,0.84%
ve,11,1,119,0.84%
ve,18,1,119,0.84%
ve,21,1,119,0.84%
ve,25,1,119,0.84%
ve,28,1,119,0.84%
ve,32,1,119,0.84%
ve,39,1,119,0.84%
vg,0,2,2,100.00%
vi,2,1,4,25.00%
vi,6,1,4,25.00%
vi,11,1,4,25.00%
vi,0,1,4,25.00%
vn,0,3868,4559,84.84%
vn,1,251,4559,5.51%
vn,2,120,4559,2.63%
vn,3,65,4559,1.43%
vn,4,44,4559,0.97%
vn,5,38,4559,0.83%
vn,6,29,4559,0.64%
vn,7,19,4559,0.42%
vn,8,24,4559,0.53%
vn,9,8,4559,0.18%
vn,10,7,4559,0.15%
vn,11,10,4559,0.22%
vn,12,11,4559,0.24%
vn,13,7,4559,0.15%
vn,14,6,4559,0.13%
vn,15,2,4559,0.04%
vn,16,3,4559,0.07%
vn,17,7,4559,0.15%
vn,18,4,4559,0.09%
vn,19,1,4559,0.02%
vn,20,3,4559,0.07%
vn,21,5,4559,0.11%
vn,23,3,4559,0.07%
vn,24,3,4559,0.07%
vn,25,1,4559,0.02%
vn,26,1,4559,0.02%
vn,28,3,4559,0.07%
vn,30,4,4559,0.09%
vn,34,1,4559,0.02%
vn,35,1,4559,0.02%
vn,36,1,4559,0.02%
vn,39,1,4559,0.02%
vn,40,1,4559,0.02%
vn,41,2,4559,0.04%
vn,45,1,4559,0.02%
vn,47,1,4559,0.02%
vu,0,1,1,100.00%
ws,0,1,1,100.00%
ye,0,20,26,76.92%
ye,1,2,26,7.69%
ye,3,2,26,7.69%
ye,12,1,26,3.85%
ye,21,1,26,3.85%
yt,0,2,2,100.00%
za,0,249,302,82.45%
za,1,17,302,5.63%
za,2,9,302,2.98%
za,3,7,302,2.32%
za,5,2,302,0.66%
za,7,2,302,0.66%
za,8,3,302,0.99%
za,9,1,302,0.33%
za,10,3,302,0.99%
za,11,1,302,0.33%
za,16,1,302,0.33%
za,17,1,302,0.33%
za,20,1,302,0.33%
za,22,1,302,0.33%
za,33,1,302,0.33%
za,41,2,302,0.66%
zm,0,8,9,88.89%
zm,6,1,9,11.11%
zw,0,3,5,60.00%
zw,6,1,5,20.00%
zw,7,1,5,20.00%
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
